PolicyID,CustomerID,Product,CoverageAmount,PremiumAmount,PolicyTermYears,Status,PolicyStartDate,PolicyLapseDate,BeneficiaryRelation
POL01282,CUST01372,Term Life,149473.3,83.33,10,Active,2025-09-03,,Child
POL01283,CUST01372,Annuity,134918.37,20.0,5,Active,2023-01-01,,Spouse
POL01284,CUST03543,Whole Life,179212.87,55.25,20,Active,2025-09-10,,Other
POL01285,CUST03625,Term Life,120553.29,103.73,30,Active,2025-12-18,,Parent
POL01286,CUST03501,Critical Illness,196825.53,20.0,20,Active,2024-12-06,,Child
POL01287,CUST04335,Term Life,224985.53,24.37,30,Active,2022-07-24,,Spouse
POL01288,CUST00051,Critical Illness,108853.95,20.0,10,Active,2025-08-18,,Other
POL01289,CUST02200,Whole Life,200000.0,20.0,10,Active,2022-02-14,,Spouse
POL01290,CUST04398,Term Life,178012.14,26.17,20,Active,2023-01-09,,Spouse
POL01291,CUST02842,Term Life,45803.06,38.48,20,Active,2024-11-16,,Spouse
POL01292,CUST03483,Term Life,129951.77,34.96,20,Active,2023-01-28,,Spouse
POL01293,CUST03710,Term Life,87610.69,20.0,30,Active,2022-12-02,,Parent
POL01294,CUST01744,Whole Life,185981.47,20.0,10,Lapsed,2025-06-07,2023-07-08,Spouse
POL01295,CUST01036,Term Life,87675.9,32.95,5,Active,2024-01-27,,Spouse
POL01296,CUST03671,Term Life,76424.79,27.63,10,Active,2024-01-23,,Spouse
POL01297,CUST02085,Term Life,97391.93,28.54,20,Active,2023-01-11,,Spouse
POL01298,CUST02378,Term Life,109444.14,24.2,10,Active,2023-09-19,,Trust/Charity
POL01299,CUST03753,Unit-linked,135237.12,30.83,10,Active,2022-05-04,,Spouse
POL01300,CUST04570,Whole Life,120787.19,20.0,20,Active,2024-02-26,,Child
POL01301,CUST02338,Annuity,199023.43,53.93,20,Active,2025-11-08,,Spouse
POL01302,CUST02812,Whole Life,79500.98,22.82,20,Active,2024-01-09,,Parent
POL01303,CUST02167,Term Life,141365.97,61.86,20,Active,2025-07-24,,Parent
POL01304,CUST01535,Term Life,85860.86,41.67,10,Active,2022-10-23,,Child
POL01305,CUST04459,Critical Illness,200000.0,41.67,30,Active,2025-06-23,,Spouse
POL01306,CUST00086,Unit-linked,63740.59,26.64,20,Active,2023-07-08,,Spouse
POL01307,CUST02144,Annuity,80486.84,22.18,0,Active,2024-10-06,,Child
POL01308,CUST03379,Whole Life,272037.78,20.44,10,Lapsed,2024-01-07,2023-08-02,Child
POL01309,CUST01846,Term Life,40007.11,41.25,30,Active,2022-04-23,,Other
POL01310,CUST04133,Whole Life,95570.7,20.0,27,Active,2023-07-18,,Spouse
POL01311,CUST02915,Critical Illness,183004.55,30.32,30,Active,2022-10-11,,Child
POL01312,CUST04490,Term Life,214583.65,28.94,30,Active,2022-02-18,,Spouse
POL01313,CUST00958,Term Life,157258.68,76.14,30,Active,2023-04-15,,Parent
POL01314,CUST01619,Critical Illness,85650.77,32.16,10,Active,2022-08-05,,Spouse
POL01315,CUST03685,Unit-linked,227221.95,71.82,5,Active,2025-09-03,,Other
POL01316,CUST03120,Term Life,94272.22,37.3,5,Active,2024-07-15,,Spouse
POL01317,CUST04762,Whole Life,98953.02,36.6,10,Active,2024-05-16,,Other
POL01318,CUST02811,Term Life,106315.4,20.0,20,Active,2024-06-01,,Spouse
POL01319,CUST01966,Annuity,63535.66,20.0,10,Active,2023-07-19,,Child
POL01320,CUST00939,Term Life,62072.67,50.14,20,Active,2024-06-03,,Other
POL01321,CUST02826,Whole Life,163272.37,20.0,20,Active,2024-12-05,,Spouse
POL01322,CUST03006,Term Life,115930.31,20.0,30,Active,2022-01-15,,Spouse
POL01323,CUST04338,Term Life,54550.01,21.65,20,Active,2023-09-25,,Child
POL01324,CUST02566,Annuity,172916.98,20.0,20,Active,2022-01-20,,Parent
POL01325,CUST01515,Term Life,67502.79,70.36,20,Active,2024-01-16,,Other
POL01326,CUST02423,Critical Illness,81295.1,41.67,30,Active,2023-01-02,,Spouse
POL01327,CUST01110,Term Life,62376.8,65.67,30,Active,2024-07-15,,Spouse
POL01328,CUST04201,Term Life,258865.73,55.46,20,Active,2023-09-10,,Spouse
POL01329,CUST01544,Endowment,75131.06,22.88,20,Active,2023-06-06,,Spouse
POL01330,CUST00750,Annuity,143221.05,32.18,10,Lapsed,2024-12-10,2023-08-07,Spouse
POL01331,CUST03575,Annuity,80459.75,31.51,20,Active,2022-01-19,,Spouse
POL01332,CUST00725,Term Life,71007.25,44.5,30,Active,2024-01-23,,Child
POL01333,CUST01349,Critical Illness,169875.73,34.65,5,Active,2024-10-19,,Child
POL01334,CUST00220,Unit-linked,142210.55,21.55,30,Active,2024-08-03,,Child
POL01335,CUST01938,Term Life,106795.53,37.1,30,Lapsed,2024-06-14,2022-06-07,Spouse
POL01336,CUST02478,Term Life,218128.62,20.0,30,Active,2023-12-09,,Spouse
POL01337,CUST03005,Term Life,252299.84,24.77,20,Active,2023-04-20,,Spouse
POL01338,CUST03542,Whole Life,91928.97,20.0,10,Active,2025-08-18,,Parent
POL01339,CUST01520,Critical Illness,107215.85,41.67,20,Active,2023-05-04,,Spouse
POL01340,CUST01234,Whole Life,221345.63,38.17,10,Active,2023-01-20,,Parent
POL01341,CUST01669,Whole Life,223817.05,20.0,30,Active,2022-04-03,,Other
POL01342,CUST02501,Whole Life,61368.05,41.67,10,Active,2022-03-18,,Spouse
POL01343,CUST04327,Term Life,82296.56,41.67,5,Active,2025-10-22,,Spouse
POL01344,CUST02952,Term Life,188173.23,20.0,5,Active,2022-01-27,,Child
POL01345,CUST04834,Annuity,102398.72,20.0,10,Active,2023-01-03,,Spouse
POL01346,CUST03215,Term Life,269338.02,20.0,5,Active,2023-12-04,,Other
POL01347,CUST01241,Unit-linked,84532.05,69.47,30,Active,2025-01-28,,Spouse
POL01348,CUST04006,Term Life,182833.04,27.95,10,Active,2024-01-23,,Other
POL01349,CUST00566,Critical Illness,132662.91,58.54,30,Active,2022-02-28,,Trust/Charity
POL01350,CUST04488,Term Life,355506.99,21.68,10,Active,2022-02-17,,Parent
POL01351,CUST00292,Term Life,70814.43,34.67,10,Active,2022-01-08,,Spouse
POL01352,CUST01301,Unit-linked,183161.62,22.9,30,Active,2023-01-09,,Child
POL01353,CUST02158,Term Life,118412.66,20.0,5,Lapsed,2022-07-16,2025-07-12,Child
POL01354,CUST00475,Annuity,154371.65,20.0,21,Active,2025-08-12,,Other
POL01355,CUST03762,Unit-linked,95837.34,63.31,30,Active,2022-01-27,,Other
POL01356,CUST01711,Term Life,70602.08,20.0,10,Active,2022-01-27,,Spouse
POL01357,CUST04075,Whole Life,56713.6,175.45,5,Active,2022-09-03,,Parent
POL01358,CUST00449,Term Life,157619.22,20.0,20,Active,2025-12-28,,Spouse
POL01359,CUST01539,Term Life,187226.02,41.67,20,Active,2025-10-28,,Spouse
POL01360,CUST00495,Whole Life,160140.32,41.67,30,Active,2022-08-01,,Child
POL01361,CUST04976,Whole Life,152220.7,41.48,30,Active,2025-10-13,,Spouse
POL01362,CUST02011,Critical Illness,235559.77,41.2,5,Active,2023-03-07,,Child
POL01363,CUST00485,Unit-linked,180057.19,20.0,30,Active,2022-01-24,,Spouse
POL01364,CUST04283,Term Life,207701.02,208.33,5,Active,2025-01-28,,Spouse
POL01365,CUST02247,Term Life,78624.24,20.0,20,Active,2025-09-07,,Child
POL01366,CUST01771,Endowment,131141.59,20.0,10,Active,2025-01-11,,Parent
POL01367,CUST04021,Whole Life,161373.43,83.33,30,Active,2023-12-20,,Child
POL01368,CUST01401,Term Life,145475.36,25.22,10,Active,2024-01-20,,Spouse
POL01369,CUST04733,Term Life,123962.49,42.54,27,Active,2024-03-18,,Trust/Charity
POL01370,CUST01158,Critical Illness,83740.49,23.85,16,Active,2024-09-24,,Child
POL01371,CUST00922,Term Life,197944.98,41.67,30,Active,2022-01-19,,Child
POL01372,CUST00196,Whole Life,54444.85,20.0,30,Active,2023-05-25,,Spouse
POL01373,CUST03509,Term Life,81407.93,41.67,10,Active,2023-09-18,,Spouse
POL01374,CUST01601,Term Life,222669.98,25.75,20,Active,2023-10-05,,Spouse
POL01375,CUST04357,Term Life,158754.9,31.85,10,Active,2024-01-23,,Parent
POL01376,CUST02091,Term Life,51171.12,62.12,20,Active,2024-09-14,,Parent
POL01377,CUST02240,Term Life,221936.66,23.81,20,Active,2025-12-23,,Parent
POL01378,CUST04023,Term Life,66780.72,25.89,19,Active,2022-03-13,,Other
POL01379,CUST02827,Annuity,276773.5,25.51,13,Active,2025-10-16,,Child
POL01380,CUST02935,Unit-linked,97509.2,21.75,10,Active,2022-01-04,,Parent
POL01381,CUST02206,Term Life,57769.2,21.13,20,Active,2024-02-15,,Parent
POL01382,CUST00923,Annuity,104887.88,35.57,20,Active,2023-12-23,,Spouse
POL01383,CUST03392,Term Life,213300.52,31.74,20,Active,2022-02-10,,Other
POL01384,CUST00254,Whole Life,155573.03,55.21,30,Active,2022-07-03,,Spouse
POL01385,CUST01363,Term Life,57046.3,20.0,10,Active,2022-12-26,,Spouse
POL01386,CUST02783,Annuity,97434.68,28.11,20,Active,2025-05-12,,Child
POL01387,CUST03262,Whole Life,239274.51,30.63,18,Active,2025-04-17,,Other
POL01388,CUST01896,Term Life,75613.06,20.0,20,Lapsed,2024-02-26,2024-08-09,Child
POL01389,CUST02578,Whole Life,199424.83,20.0,30,Active,2024-06-22,,Child
POL01390,CUST03473,Term Life,200000.0,20.0,10,Active,2023-01-01,,Spouse
POL01391,CUST00759,Term Life,80548.01,27.56,10,Active,2023-07-05,,Parent
POL01392,CUST01227,Endowment,168215.9,42.65,20,Active,2025-09-26,,Other
POL01393,CUST02187,Term Life,390849.93,27.97,10,Active,2022-12-21,,Parent
POL01394,CUST03645,Term Life,74830.81,20.13,30,Active,2025-04-26,,Spouse
POL01395,CUST04383,Critical Illness,204088.39,40.84,20,Active,2024-01-27,,Child
POL01396,CUST03694,Whole Life,163779.77,41.99,20,Lapsed,2023-01-09,2022-07-22,Child
POL01397,CUST02954,Critical Illness,150752.21,48.27,5,Active,2022-01-03,,Spouse
POL01398,CUST02126,Unit-linked,181905.15,20.0,20,Active,2023-01-09,,Spouse
POL01399,CUST02063,Term Life,264478.09,48.11,30,Active,2025-04-27,,Child
POL01400,CUST00127,Unit-linked,111694.93,28.55,20,Active,2025-03-19,,Parent
POL01401,CUST04721,Whole Life,109045.45,36.85,10,Active,2022-12-10,,Parent
POL01402,CUST04865,Term Life,116349.01,41.25,30,Active,2024-05-20,,Spouse
POL01403,CUST03504,Term Life,296436.2,51.33,5,Active,2023-05-27,,Spouse
POL01404,CUST03899,Term Life,85973.41,29.56,8,Active,2024-12-28,,Child
POL01405,CUST01380,Unit-linked,46019.67,22.92,10,Active,2022-01-14,,Child
POL01406,CUST00547,Critical Illness,182327.23,101.05,9,Active,2023-08-09,,Spouse
POL01407,CUST02331,Term Life,231361.41,59.53,10,Active,2023-06-08,,Spouse
POL01408,CUST00962,Term Life,140619.36,59.07,10,Active,2023-12-18,,Spouse
POL01409,CUST01329,Term Life,319567.03,30.15,30,Active,2025-12-23,,Child
POL01410,CUST00378,Term Life,258756.38,57.49,5,Active,2025-01-01,,Other
POL01411,CUST00847,Unit-linked,200000.0,20.0,20,Active,2024-01-21,,Child
POL01412,CUST03673,Term Life,106968.0,83.33,20,Active,2023-02-02,,Parent
POL01413,CUST04638,Term Life,106716.71,83.33,20,Active,2022-05-23,,Spouse
POL01414,CUST02008,Annuity,237308.84,20.0,20,Active,2023-06-26,,Spouse
POL01415,CUST04438,Term Life,36516.14,39.15,20,Active,2023-01-16,,Other
POL01416,CUST04381,Term Life,399974.81,26.28,20,Active,2024-12-28,,Child
POL01417,CUST04029,Term Life,74443.15,20.0,20,Active,2022-09-22,,Spouse
POL01418,CUST01134,Endowment,50529.65,47.88,17,Active,2025-06-09,,Trust/Charity
POL01419,CUST03869,Annuity,115508.37,20.0,17,Active,2022-01-11,,Spouse
POL01420,CUST00530,Critical Illness,224121.63,41.64,10,Active,2022-08-22,,Parent
POL01421,CUST04870,Term Life,163862.57,28.65,5,Active,2022-12-16,,Other
POL01422,CUST00989,Term Life,134641.65,38.5,30,Lapsed,2025-01-04,2025-07-09,Spouse
POL01423,CUST03127,Term Life,220998.35,54.36,10,Active,2022-02-19,,Spouse
POL01424,CUST01975,Term Life,122954.37,20.0,30,Active,2025-01-12,,Spouse
POL01425,CUST01412,Term Life,330421.66,49.32,30,Active,2025-05-07,,Child
POL01426,CUST04228,Whole Life,137644.41,20.31,30,Active,2024-11-23,,Spouse
POL01427,CUST04071,Term Life,189570.29,60.91,20,Active,2025-11-10,,Other
POL01428,CUST04059,Endowment,355370.68,30.45,20,Active,2025-01-18,,Parent
POL01429,CUST00991,Endowment,101952.26,22.05,10,Active,2023-06-06,,Parent
POL01430,CUST00776,Unit-linked,670951.76,29.7,30,Active,2022-01-18,,Spouse
POL01431,CUST01359,Term Life,200000.0,32.28,30,Active,2022-10-20,,Spouse
POL01432,CUST03324,Term Life,200000.0,41.67,20,Active,2023-01-18,,Spouse
POL01433,CUST01665,Term Life,114919.82,41.67,10,Lapsed,2024-04-15,2024-07-25,Parent
POL01434,CUST04338,Annuity,268395.26,94.47,10,Active,2022-01-25,,Spouse
POL01435,CUST01547,Term Life,68052.37,40.04,30,Active,2025-12-01,,Spouse
POL01436,CUST04863,Term Life,200000.0,40.49,10,Active,2025-01-02,,Other
POL01437,CUST03992,Term Life,200000.0,41.67,10,Active,2025-01-23,,Child
POL01438,CUST04751,Whole Life,200000.0,41.67,10,Active,2022-01-16,,Spouse
POL01439,CUST00287,Term Life,145600.74,20.0,20,Active,2023-09-09,,Spouse
POL01440,CUST04864,Term Life,104453.88,20.0,10,Active,2025-01-16,,Child
POL01441,CUST04430,Annuity,190255.54,39.73,10,Active,2023-07-20,,Spouse
POL01442,CUST03889,Term Life,82347.21,20.0,20,Active,2024-11-26,,Spouse
POL01443,CUST02594,Term Life,190895.08,20.0,30,Active,2025-07-13,,Child
POL01444,CUST02262,Term Life,280147.01,22.18,5,Active,2023-01-17,,Trust/Charity
POL01445,CUST04800,Term Life,148672.26,49.02,5,Active,2024-08-01,,Child
POL01446,CUST00330,Term Life,69134.64,25.77,20,Active,2024-01-25,,Child
POL01447,CUST01221,Term Life,149262.19,22.25,30,Active,2025-01-06,,Trust/Charity
POL01448,CUST01849,Endowment,405195.85,130.83,20,Active,2023-01-28,,Trust/Charity
POL01449,CUST02094,Term Life,63991.94,47.91,20,Active,2025-06-08,,Parent
POL01450,CUST00270,Term Life,184026.05,30.29,30,Active,2024-08-25,,Child
POL01451,CUST03121,Term Life,318247.86,25.11,30,Active,2022-01-14,,Spouse
POL01452,CUST01201,Whole Life,54168.52,39.86,5,Active,2025-05-13,,Child
POL01453,CUST03015,Term Life,191514.68,41.67,20,Active,2024-01-23,,Spouse
POL01454,CUST03950,Term Life,61739.11,44.79,13,Active,2022-10-02,,Child
POL01455,CUST01719,Term Life,184135.2,36.82,5,Active,2023-07-07,,Spouse
POL01456,CUST03559,Unit-linked,100988.74,20.0,20,Active,2024-01-05,,Child
POL01457,CUST02907,Critical Illness,79803.3,32.01,30,Active,2023-03-15,,Spouse
POL01458,CUST01794,Endowment,121328.78,51.03,10,Active,2023-03-11,,Spouse
POL01459,CUST01703,Term Life,180562.01,20.0,7,Active,2023-01-26,,Spouse
POL01460,CUST00435,Term Life,67423.22,36.4,20,Active,2024-01-05,,Other
POL01461,CUST02056,Term Life,185886.44,20.56,10,Active,2023-01-24,,Spouse
POL01462,CUST02188,Whole Life,89708.8,22.96,30,Active,2023-01-25,,Spouse
POL01463,CUST01014,Critical Illness,173714.19,24.24,20,Active,2023-09-18,,Spouse
POL01464,CUST03265,Whole Life,103909.92,109.0,18,Active,2023-02-12,,Child
POL01465,CUST00103,Term Life,124076.13,20.0,30,Active,2025-04-04,,Spouse
POL01466,CUST03044,Whole Life,337920.11,55.67,26,Active,2022-11-16,,Spouse
POL01467,CUST04680,Term Life,238505.85,64.44,20,Active,2022-09-21,,Spouse
POL01468,CUST02423,Term Life,71670.51,41.67,20,Active,2024-12-10,,Child
POL01469,CUST01180,Term Life,155544.76,30.55,20,Active,2025-01-22,,Child
POL01470,CUST01822,Critical Illness,164626.64,35.98,10,Active,2023-11-14,,Parent
POL01471,CUST02647,Term Life,165479.26,41.29,10,Active,2023-01-21,,Spouse
POL01472,CUST01623,Whole Life,154000.25,25.41,10,Active,2025-10-17,,Other
POL01473,CUST01672,Annuity,74154.46,37.9,10,Active,2023-03-21,,Spouse
POL01474,CUST04941,Term Life,400000.0,20.0,10,Active,2025-10-22,,Child
POL01475,CUST01783,Annuity,99135.24,21.28,5,Active,2024-02-01,,Spouse
POL01476,CUST04176,Term Life,201742.66,20.0,10,Active,2025-10-12,,Spouse
POL01477,CUST00661,Term Life,43942.5,41.67,20,Active,2022-12-05,,Child
POL01478,CUST03245,Whole Life,138869.86,20.0,10,Active,2025-12-21,,Other
POL01479,CUST00301,Endowment,183649.06,32.93,20,Active,2023-08-10,,Spouse
POL01480,CUST03858,Term Life,200000.0,36.43,30,Active,2024-01-27,,Child
POL01481,CUST04357,Term Life,278947.91,54.28,20,Active,2024-03-24,,Child
POL01482,CUST00007,Whole Life,156811.59,41.67,5,Active,2024-01-06,,Spouse
POL01483,CUST03847,Unit-linked,106425.73,72.77,18,Active,2022-03-11,,Other
POL01484,CUST01982,Critical Illness,89935.61,51.79,20,Active,2024-08-07,,Spouse
POL01485,CUST03396,Unit-linked,172058.51,20.0,20,Active,2024-01-20,,Parent
POL01486,CUST04886,Whole Life,145091.23,26.78,20,Active,2024-04-11,,Spouse
POL01487,CUST02342,Annuity,352824.34,53.91,20,Lapsed,2024-07-07,2022-08-16,Parent
POL01488,CUST00438,Endowment,399028.03,25.8,30,Active,2022-01-01,,Spouse
POL01489,CUST03831,Term Life,119932.36,20.0,5,Active,2025-07-08,,Other
POL01490,CUST01374,Term Life,208548.1,22.3,10,Active,2025-07-07,,Child
POL01491,CUST01522,Unit-linked,194756.28,52.42,5,Active,2023-01-10,,Spouse
POL01492,CUST04622,Term Life,133292.81,22.59,20,Active,2022-01-14,,Child
POL01493,CUST00041,Term Life,37954.19,29.19,10,Active,2022-10-02,,Child
POL01494,CUST02476,Whole Life,139192.82,34.63,20,Active,2025-07-24,,Child
POL01495,CUST00187,Term Life,134058.42,32.83,10,Active,2023-04-14,,Spouse
POL01496,CUST03664,Term Life,190331.44,20.9,10,Active,2023-09-22,,Spouse
POL01497,CUST02927,Term Life,200000.0,41.67,20,Active,2024-11-03,,Parent
POL01498,CUST03528,Term Life,257696.29,62.94,30,Active,2022-10-20,,Spouse
POL01499,CUST00792,Term Life,94324.46,25.71,10,Active,2024-05-21,,Spouse
POL01500,CUST00880,Term Life,211787.11,53.2,20,Active,2024-01-25,,Child
POL01501,CUST02022,Critical Illness,101902.05,30.47,23,Active,2025-07-19,,Child
POL01502,CUST04044,Unit-linked,149692.06,20.59,10,Active,2023-12-18,,Other
POL01503,CUST04498,Term Life,261982.81,20.0,10,Active,2024-12-05,,Spouse
POL01504,CUST04690,Term Life,292051.55,20.0,30,Active,2024-01-13,,Other
POL01505,CUST00719,Annuity,153055.53,37.06,4,Active,2024-08-24,,Other
POL01506,CUST04330,Term Life,70203.25,124.25,20,Active,2023-09-15,,Child
POL01507,CUST02162,Term Life,185501.94,77.13,20,Active,2025-10-17,,Spouse
POL01508,CUST01755,Annuity,69403.99,49.53,30,Active,2023-07-24,,Spouse
POL01509,CUST01227,Term Life,629291.26,84.13,10,Active,2025-01-09,,Spouse
POL01510,CUST04982,Critical Illness,83744.44,23.61,12,Active,2024-03-08,,Spouse
POL01511,CUST02935,Whole Life,158148.88,20.0,20,Active,2024-07-06,,Trust/Charity
POL01512,CUST01529,Term Life,193271.98,35.95,30,Lapsed,2024-11-13,2023-08-15,Spouse
POL01513,CUST00520,Unit-linked,303265.83,20.0,20,Active,2022-01-07,,Spouse
POL01514,CUST02542,Term Life,314515.16,83.33,10,Lapsed,2025-05-14,2024-08-26,Child
POL01515,CUST00480,Annuity,120893.89,41.67,30,Active,2025-01-09,,Child
POL01516,CUST03764,Term Life,60727.77,37.96,30,Active,2022-10-22,,Trust/Charity
POL01517,CUST00671,Term Life,41570.63,20.0,10,Active,2023-03-04,,Parent
POL01518,CUST00362,Whole Life,313809.01,20.0,5,Active,2025-04-23,,Spouse
POL01519,CUST02876,Unit-linked,230773.27,31.94,20,Active,2022-07-21,,Other
POL01520,CUST00363,Annuity,502264.41,20.0,30,Active,2024-01-04,,Spouse
POL01521,CUST04933,Unit-linked,200000.0,41.67,5,Active,2023-01-12,,Parent
POL01522,CUST04454,Term Life,136660.58,41.67,10,Active,2025-12-01,,Trust/Charity
POL01523,CUST01830,Endowment,272121.18,100.88,20,Active,2022-06-25,,Spouse
POL01524,CUST01370,Term Life,121305.3,59.67,30,Active,2023-08-26,,Spouse
POL01525,CUST00867,Annuity,244463.42,54.93,20,Active,2022-01-06,,Other
POL01526,CUST02898,Term Life,91261.79,40.33,20,Active,2022-02-12,,Other
POL01527,CUST03152,Term Life,83066.24,26.99,20,Active,2022-11-20,,Spouse
POL01528,CUST04738,Term Life,117856.62,20.0,5,Active,2025-01-21,,Spouse
POL01529,CUST03061,Annuity,247995.51,139.31,10,Active,2024-01-11,,Child
POL01530,CUST04858,Unit-linked,213503.94,22.9,20,Active,2025-01-18,,Spouse
POL01531,CUST04109,Term Life,381342.96,34.5,10,Active,2025-11-03,,Trust/Charity
POL01532,CUST04393,Whole Life,83333.0,27.86,10,Active,2024-01-20,,Child
POL01533,CUST04894,Term Life,211426.36,62.65,10,Active,2023-12-25,,Child
POL01534,CUST04575,Term Life,310305.69,22.67,20,Active,2022-06-16,,Parent
POL01535,CUST00830,Annuity,71111.22,41.32,20,Active,2023-02-19,,Spouse
POL01536,CUST01150,Whole Life,174888.47,72.61,28,Active,2023-01-09,,Parent
POL01537,CUST01336,Unit-linked,192541.3,25.28,20,Active,2024-01-02,,Spouse
POL01538,CUST01746,Annuity,141380.19,50.29,30,Active,2022-11-16,,Spouse
POL01539,CUST04277,Term Life,140292.42,20.0,20,Active,2023-07-23,,Spouse
POL01540,CUST04431,Whole Life,58651.12,20.0,10,Lapsed,2025-01-04,2023-07-26,Spouse
POL01541,CUST01075,Term Life,109378.92,20.0,30,Active,2023-11-02,,Spouse
POL01542,CUST04848,Whole Life,105923.45,20.0,10,Active,2022-06-14,,Other
POL01543,CUST00764,Term Life,224232.72,102.38,10,Active,2022-01-18,,Other
POL01544,CUST00519,Term Life,128411.69,30.01,10,Active,2023-02-28,,Spouse
POL01545,CUST01884,Whole Life,279128.5,20.0,5,Lapsed,2023-10-07,2024-07-19,Trust/Charity
POL01546,CUST04161,Term Life,285445.66,63.83,10,Active,2023-10-02,,Spouse
POL01547,CUST01234,Term Life,88829.29,23.08,20,Active,2024-01-27,,Spouse
POL01548,CUST04915,Term Life,101603.98,20.0,5,Lapsed,2022-11-28,2025-08-04,Spouse
POL01549,CUST04675,Whole Life,200000.0,41.67,2,Active,2022-09-10,,Trust/Charity
POL01550,CUST00729,Term Life,51095.27,26.47,5,Active,2022-01-27,,Child
POL01551,CUST03458,Term Life,55873.83,35.98,30,Active,2022-01-13,,Trust/Charity
POL01552,CUST00845,Term Life,83082.6,55.72,20,Active,2022-09-09,,Child
POL01553,CUST03334,Whole Life,176489.16,25.15,20,Active,2022-09-23,,Spouse
POL01554,CUST00837,Term Life,115239.27,20.0,10,Active,2023-09-09,,Spouse
POL01555,CUST02667,Unit-linked,282629.14,46.6,20,Active,2024-10-01,,Spouse
POL01556,CUST00094,Term Life,455411.93,20.0,20,Active,2024-12-27,,Parent
POL01557,CUST04108,Critical Illness,51114.65,29.07,30,Active,2023-01-23,,Child
POL01558,CUST02148,Whole Life,114894.18,36.6,5,Active,2023-07-22,,Spouse
POL01559,CUST04475,Term Life,66599.62,27.46,22,Active,2022-06-16,,Child
POL01560,CUST02246,Term Life,145635.46,20.28,10,Active,2023-01-22,,Child
POL01561,CUST00131,Unit-linked,66031.54,36.7,30,Active,2025-06-28,,Spouse
POL01562,CUST03629,Term Life,216906.88,31.83,10,Active,2024-03-28,,Other
POL01563,CUST04371,Term Life,154261.37,23.14,10,Active,2025-07-20,,Spouse
POL01564,CUST04919,Term Life,63936.83,20.0,20,Active,2022-04-04,,Child
POL01565,CUST02340,Annuity,235014.02,70.99,20,Active,2025-09-04,,Other
POL01566,CUST02404,Term Life,200000.0,20.0,10,Active,2024-07-19,,Other
POL01567,CUST01103,Term Life,243210.27,20.0,10,Active,2025-11-05,,Trust/Charity
POL01568,CUST03179,Annuity,84338.06,41.69,10,Active,2025-01-13,,Child
POL01569,CUST04424,Unit-linked,134307.45,20.0,30,Active,2023-01-10,,Spouse
POL01570,CUST01044,Term Life,229498.91,48.24,30,Active,2025-07-16,,Parent
POL01571,CUST01023,Term Life,148955.33,32.22,30,Active,2023-07-27,,Child
POL01572,CUST04022,Whole Life,127888.48,51.01,10,Lapsed,2022-05-06,2024-07-05,Child
POL01573,CUST01689,Annuity,236156.54,51.11,20,Active,2023-01-11,,Spouse
POL01574,CUST01468,Term Life,132829.38,43.06,5,Active,2023-06-11,,Trust/Charity
POL01575,CUST03197,Term Life,148211.71,78.37,10,Active,2024-01-24,,Child
POL01576,CUST02530,Annuity,95319.76,20.0,20,Active,2025-02-06,,Other
POL01577,CUST00463,Term Life,291915.97,28.45,5,Active,2022-03-21,,Spouse
POL01578,CUST01865,Term Life,156294.65,129.74,29,Active,2023-02-24,,Child
POL01579,CUST02229,Term Life,91918.27,62.98,30,Active,2022-07-11,,Spouse
POL01580,CUST01883,Term Life,90095.29,32.89,5,Active,2023-03-05,,Child
POL01581,CUST01012,Term Life,31190.52,23.04,6,Active,2022-01-05,,Child
POL01582,CUST02114,Whole Life,74132.86,83.33,10,Active,2022-04-26,,Child
POL01583,CUST00615,Unit-linked,57717.34,29.95,5,Active,2025-01-17,,Other
POL01584,CUST01612,Whole Life,67492.28,20.0,30,Active,2025-11-27,,Spouse
POL01585,CUST04456,Term Life,84773.1,83.33,5,Active,2024-01-02,,Spouse
POL01586,CUST00791,Critical Illness,299508.48,35.49,20,Active,2023-07-08,,Other
POL01587,CUST04031,Critical Illness,40162.84,29.03,20,Active,2022-10-17,,Child
POL01588,CUST00126,Annuity,101956.64,45.51,10,Active,2025-11-05,,Child
POL01589,CUST03345,Term Life,181303.31,31.61,20,Active,2025-08-26,,Other
POL01590,CUST02723,Whole Life,196039.61,83.33,10,Active,2025-08-10,,Child
POL01591,CUST01044,Term Life,191488.41,20.0,20,Active,2024-12-17,,Spouse
POL01592,CUST04367,Term Life,127615.2,86.65,10,Active,2025-01-27,,Child
POL01593,CUST02576,Term Life,102249.98,30.14,30,Active,2023-12-05,,Parent
POL01594,CUST01659,Term Life,249778.21,27.54,20,Active,2025-02-17,,Child
POL01595,CUST01528,Term Life,367688.08,20.0,20,Active,2022-06-08,,Spouse
POL01596,CUST02994,Annuity,126031.53,20.0,20,Active,2023-01-17,,Child
POL01597,CUST02146,Term Life,92079.83,43.62,20,Active,2025-08-13,,Parent
POL01598,CUST04360,Unit-linked,46745.46,55.68,10,Active,2025-01-10,,Spouse
POL01599,CUST04100,Term Life,200000.0,40.95,10,Active,2023-12-02,,Child
POL01600,CUST02567,Term Life,176156.56,20.0,30,Active,2023-01-23,,Spouse
POL01601,CUST04550,Whole Life,213847.6,25.74,30,Active,2022-04-12,,Spouse
POL01602,CUST01116,Unit-linked,65887.84,83.33,10,Active,2022-02-16,,Child
POL01603,CUST00673,Term Life,108340.08,20.0,10,Active,2023-05-01,,Spouse
